fire_id,observation_year,summer_temp_c,summer_precip_mm,summer_vpd_kpa,temp_anomaly_c,precip_anomaly_mm,vpd_anomaly_kpa
1986 6155,1992,14.214932052563201,4034.989064928835,0.5232572031927537,-2.440791368458886,324.87986901918765,-0.08526999647378616
1986 7088,1992,13.30096461470335,3525.1335398707056,0.5183480620354722,-2.433277762186565,-509.6404690299574,-0.06812427992483895
1986 7090,1992,12.903001670593135,3694.4551234885316,0.48054403031300447,-2.4918382539975306,-292.3031350376881,-0.08589593091899825
1985 7098,1993,16.976877128214085,3895.7662866297724,0.5400835613699021,-0.0788573269682935,478.8721504471414,-0.07696281372133751
1985 7101,1993,16.226181858173334,3795.044031444526,0.5633128095740362,0.016498280953673117,376.39674955722785,-0.06485524449243685
1986 6155,1993,16.640034617394857,4050.9781043099065,0.5416933171514166,-0.01568880362722464,340.86890840025836,-0.06683388251512337
1986 7088,1993,16.137942117495896,4266.294613049183,0.5735661671337111,0.40369974060598646,231.52060414851965,-0.01290617482660018
1986 7090,1993,15.93421404770744,4068.994104164652,0.5707992568045368,0.5393741231167783,82.23584563843303,0.004359295572534072
1985 7098,1994,16.314786412059448,3891.226738174705,0.5036133112536313,-0.7409480431229305,474.33260199207416,-0.11343306383760832
1985 7101,1994,15.2562766959702,4022.507527326493,0.493461746109569,-0.9534068812494603,603.8602454391948,-0.13470630795690403
1986 6155,1994,15.968574660757316,4496.506940884672,0.49295480215594056,-0.6871487602647713,786.3977449750237,-0.11557239751059926
1986 7088,1994,14.722757487485765,5117.506444988212,0.4708662189571467,-1.0114848894041457,1082.732436087549,-0.11560612300316467
1986 7090,1994,14.413891480738071,5110.144740233651,0.4692312925476844,-0.980948443852594,1123.386481707432,-0.0972086686843182
1985 7098,1995,18.28822002410891,2635.480972836486,0.7409331505530601,1.2324855689265313,-781.4131633461448,0.12388677546182048
1985 7101,1995,17.480244586778724,2894.6003288875736,0.7700407906520208,1.2705610095590636,-524.0469529997245,0.14187273658554778
1986 6155,1995,18.022750609700438,2369.4879774849333,0.7682620928552472,1.367027188678353,-1340.6212184247145,0.15973489318870723
1986 7088,1995,16.90772464200448,3613.9156370693945,0.7152473342696488,1.1734822651145678,-420.85837183126915,0.12877499230933756
1986 7090,1995,16.531257655172993,3229.894604605426,0.6810227832990015,1.1364177305823322,-756.8636539207932,0.11458282206699878
1985 7098,1996,17.031246052617632,2633.807124982795,0.6081027380957233,-0.024488402564745826,-783.0870111998361,-0.008943636995516258
1985 7101,1996,16.288122680221818,3257.6539818600027,0.6148088952845467,0.0784391030021574,-160.9933000272954,-0.013359158781926284
1986 6155,1996,16.68010794843837,3493.954874574,0.5883967372062135,0.02438452741628478,-216.15432133564792,-0.020130462460326324
1986 7088,1996,15.964673933704262,4921.111275107811,0.6007858483456407,0.23043155681434827,886.3372662071469,0.014313506385329468
1986 7090,1996,15.617052430916958,4645.783649888724,0.5924522319750055,0.22221250632629377,659.0253913625041,0.02601227074300268
1985 7098,1997,16.812558877640924,3531.533200584008,0.6286821833690125,-0.2431755775414537,114.6390644013768,0.011635808277772886
1985 7101,1997,15.787057681705676,3692.4821327548757,0.5919578808350754,-0.4226258955139848,273.83485086757764,-0.036210173231397635
1986 6155,1997,16.288945053856168,3387.1927980338405,0.615710640416821,-0.3667783671659208,-322.91639787580743,0.007183440750281113
1986 7088,1997,15.18480827752441,3511.7555280126007,0.5600332216881025,-0.5494340993655012,-523.0184808880625,-0.026439120272208575
1986 7090,1997,14.767963387470356,3297.2154500656025,0.5419594231390331,-0.6268765371203078,-689.5428084606173,-0.024480538092969684
1985 7098,1998,17.187007418922803,2617.053045345081,0.606800147143678,0.1312729637404253,-799.8410908375499,-0.010246227947561581
1985 7101,1998,16.431062240877054,2812.673348387314,0.6272553133217128,0.22137866365739356,-605.973933499984,-0.0009127407447602209
1986 6155,1998,16.588498839011358,3363.876294419401,0.565029663598418,-0.06722458201072513,-346.23290149024666,-0.04349753606812201
1986 7088,1998,15.962248056012957,3683.6205448982614,0.5832485994157626,0.22800567912304365,-351.1534640024014,-0.003223742544548675
1986 7090,1998,15.594334163832931,3725.5562890360875,0.5552797946664221,0.19949423924226972,-261.20196949013246,-0.011160166565580503
1985 7098,1999,17.717990120597506,4194.647959101914,0.6061630446402608,0.6622556654151275,777.7538229192833,-0.010883330450978779
1985 7101,1999,16.82367293592813,4284.749566245793,0.6176643763351322,0.6139893587084693,866.1022843584951,-0.010503677731340866
1986 6155,1999,17.334295411962245,4405.995617289065,0.6047443233794176,0.6785719909401627,695.8864213794176,-0.0037828762871222857
1986 7088,1999,16.224103364993006,4884.545454851541,0.5811262297193563,0.4898609881030929,849.7714459508767,-0.005346112240954939
1986 7090,1999,15.932772465157226,5006.249150384533,0.575111069431206,0.5379325405665658,1019.4908918583133,0.008671108199203336
1985 7098,2000,15.436930516837322,3004.104236961709,0.5110870414032359,-1.6188039383450565,-412.78989922092205,-0.1059593336880037
1985 7101,2000,14.510607911538386,3275.195075088547,0.5144917630751803,-1.6990756656812742,-143.45220679875092,-0.11367629099129273
1986 6155,2000,15.059468175823593,2848.5223313516776,0.5073074502011954,-1.5962552451984933,-861.5868645579703,-0.10121974946534447
1986 7088,2000,14.216009883905478,3210.108361603215,0.49971656844236134,-1.5182324929844366,-824.6656472974487,-0.08675577351794984
1986 7090,2000,13.965817405095157,3332.005213142566,0.49467088643526785,-1.4290225194955049,-654.753045383654,-0.07176907479673489
1985 7098,2001,17.632457123632037,2401.6037070231278,0.7169367569945704,0.5767226684496585,-1015.2904291595032,0.09989038190333077
1985 7101,2001,16.639469090060913,2768.0716960729796,0.6836713577676735,0.4297855128412529,-650.5755858143184,0.05550330370120049
1986 6155,2001,17.157644887822862,2909.10149656832,0.7161166014108865,0.5019214668007774,-801.0076993413284,0.10758940174434652
1986 7088,2001,16.142097403506476,3447.6595646467913,0.6044808716586979,0.4078550266165645,-587.1144442538726,0.018008529698386736
1986 7090,2001,15.82119765752571,3424.922183608235,0.5753299515692053,0.42635773293504836,-561.836074917984,0.008889990337202544
1985 7098,2002,17.13872785706451,3578.5807400264707,0.6542092366363784,0.08299340188213122,161.68660384383975,0.037162861545138814
1985 7101,2002,16.371767160166883,2774.5583198287454,0.6945697764668941,0.16208358294722203,-644.0889620585526,0.06640172240042108
1986 6155,2002,16.602518087193598,3356.0841472763186,0.6345567392602203,-0.0532053338284868,-354.02504863332894,0.02602953959368041
1986 7088,2002,15.704185325282042,3065.0399252454704,0.6389136647876181,-0.03005705160787047,-969.7340836551926,0.05244132282730686
1986 7090,2002,15.287634815541361,3252.4479689655604,0.6119711938261237,-0.10720510904930303,-734.3102895606595,0.04553123259412108
1985 7098,2003,16.91997850666877,4427.368295861857,0.5980183440081485,-0.13575594851360862,1010.4741596792264,-0.019028031083091146
1985 7101,2003,15.878949613156522,5034.627591742652,0.5851980780624044,-0.33073396406313904,1615.9803098553539,-0.0429699760040686
